time,pressure1,pressure2,pressure3,temparature1,temparature2,flow meter
2.893,0.28747801234254655,-0.9577872375530897,1.0,-0.5506855425976414,1.0,0.8143663512476056
2.944,0.23924932921398456,-0.97095816514959,1.0,-0.4646021794137613,1.0,0.8461973398659846
2.995,0.19042264736102968,-0.9817022029984536,1.0,-0.37387666483024096,1.0,0.8780283284843635
3.046,0.14112000805986985,-0.9899924966004451,1.0,-0.27941549819893097,1.0,0.9098593171027425
3.096,0.09146464223243984,-0.995808324539061,1.0,-0.18216250427210112,1.0,0.9416903057211214
3.147,0.0415806624332936,-0.9991351502732794,1.0,-0.0830894028175026,1.0,0.9735212943395004
3.198,-0.00840724736714551,-0.999964658471342,1.0,0.016813900484343496,-1.0,0.9946477170421207
3.248,-0.05837414342757654,-0.9982947757947532,1.0,0.11654920485048659,-1.0,0.9628167284237418
3.299,-0.10819513453010485,-0.9941296760805466,1.0,0.21511998808780858,-1.0,0.9309857398053628
3.349,-0.15774569414324469,-0.9874797699088654,1.0,0.3115413635133711,-1.0,0.8991547511869838
3.4,-0.20690197167339586,-0.9783616785819349,1.0,0.40484992061659103,-1.0,0.8673237625686049
3.451,-0.2555411020268274,-0.9667981925794621,1.0,0.4941133511386012,-1.0,0.8354927739502259
3.501,-0.3035415127084251,-0.952818214594306,1.0,0.5784397643881929,-1.0,0.803661785331847
3.552,-0.3507832276896157,-0.9364566872907979,1.0,0.6569865987187824,-1.0,0.771830796713468
3.603,-0.3971481672859557,-0.9177545059662777,1.0,0.7289690401258698,-1.0,0.739999808095089
3.653,-0.4425204432948481,-0.8967584163341491,1.0,0.7936678638491472,-1.0,0.7081688194767102
3.704,-0.48678664865569515,-0.8735208976839403,1.0,0.8504366206285593,-1.0,0.6763378308583312
3.755,-0.5298361409084889,-0.8481000317104109,1.0,0.8987080958116223,-1.0,0.6445068422399522
3.806,-0.5715613187423394,-0.8205593573395638,1.0,0.9379999767747351,-1.0,0.6126758536215733
3.856,-0.6118578909427147,-0.7909677119144201,1.0,0.9679196720314837,-1.0,0.5808448650031943
3.907,-0.650625137065163,-0.7593990591375116,1.0,0.9881682338769986,-1.0,0.5490138763848154
3.958,-0.6877661591839695,-0.7259323042001442,1.0,0.9985433453746043,-1.0,0.5171828877664364
4.008,-0.7231881240865078,-0.690651096560512,1.0,0.9989413418397726,-1.0,0.48535189914805743
4.059,-0.7568024953079242,-0.6536436208636166,1.0,0.9893582466233836,-1.0,0.45352091052967847
4.11,-0.7885252544261911,-0.6150023765255793,1.0,0.9698898108450894,-1.0,0.4216899219112995
4.161,-0.8182771110644067,-0.5748239465332743,1.0,0.9407305566797773,-1.0,0.3898589332929206
4.212,-0.8459837010754427,-0.5332087560371603,1.0,0.9021718337562995,-1.0,0.35802794467454163
4.262,-0.8715757724135846,-0.4902608213407056,1.0,0.8545989080882879,-1.0,0.32619695605616267
4.314,-0.8949893582285804,-0.44608748991379915,1.0,0.7984871126234988,-1.0,0.2943659674377837
4.364,-0.916165936749452,-0.40079917207998195,1.0,0.734397097874123,-1.0,0.26253497881940474
4.415,-0.9350525775584465,-0.3545090650481386,1.0,0.662969230082194,-1.0,0.2307039902010258
4.466,-0.9516020738895136,-0.30733286997842696,1.0,0.5849171928917747,-1.0,0.19887300158264684
4.516,-0.9657730606206367,-0.2593885027896338,1.0,0.5010208564578985,-1.0,0.16704201296426788
4.567,-0.9775301176650953,-0.21079579943078752,1.0,0.41211848524177114,-1.0,0.13521102434588894
4.618,-0.9868438585032353,-0.1616762163536944,1.0,0.3190983623493673,-1.0,0.10338003572750998
4.669,-0.9936910036334635,-0.11215252693506281,1.0,0.22288991410026324,-1.0,0.07154904710913103
4.72,-0.9980544387588789,-0.06234851460700052,1.0,0.12445442350707933,-1.0,0.039718058490752065
4.77,-0.9999232575641008,-0.01238866346289944,1.0,0.024775425453375525,-1.0,0.007887069872373111
4.821,-0.9992927889753783,0.03760215288796768,1.0,-0.07515112046179159,-1.0,-0.023943918746005842
4.872,-0.9961646088358415,0.08749898343943754,1.0,-0.17432678122296213,-1.0,-0.0557749073643848
4.923,-0.9905465359667145,0.1371771121008985,1.0,-0.27176062641092535,-1.0,-0.08760589598276375
4.974,-0.9824526126243343,0.18651236942256616,1.0,-0.36647912925191023,-1.0,-0.11943688460114271
5.024,-0.971903069401823,0.2353814429544417,1.0,-0.457535893775304,-1.0,-0.15126787321952168
5.075,-0.9589242746631412,0.2836621854632169,1.0,-0.5440211108893535,-1.0,-0.1830988618379006
5.126,-0.9435486686359098,0.3312339202367445,1.0,-0.6250706488928668,-1.0,-0.21492985045627958
5.177,-0.9258146823277361,0.3779777427129712,1.0,-0.6998746875935284,-1.0,-0.24676083907465854
5.228,-0.905766641468709,0.42377681767941855,1.0,-0.7676858097635688,-1.0,-0.2785918276930375
5.279,-0.8834546557201581,0.46851667130036767,1.0,-0.8278264690856417,-1.0,-0.31042281631141644
5.329,-0.8589344934265974,0.5120854772418315,1.0,-0.8796957599716599,-1.0,-0.3422538049297954
5.38,-0.8322674422239071,0.5543743361791519,1.0,-0.9227754216127984,-1.0,-0.37408479354817437
5.431,-0.8035201558521622,0.5952775479885976,1.0,-0.9566350162701817,-1.0,-0.40591578216655333
5.482,-0.7727644875559945,0.6346928759426257,1.0,-0.980936230066487,-1.0,-0.43774677078493224
5.533,-0.7400773104889021,0.6725218022484574,1.0,-0.9954362533063752,-1.0,-0.4695777594033112
5.583,-0.7055403255704,0.7086697742912519,1.0,-0.9999902065507036,-1.0,-0.5014087480216902
5.634,-0.6692398572762706,0.7430464409664022,1.0,-0.9945525882039916,-1.0,-0.5332397366400691
5.685,-0.6312666378723305,0.7755658785102423,1.0,-0.9791777291513221,-1.0,-0.565070725258448
5.735,-0.5917155806310194,0.8061468052647083,1.0,-0.9540192499020964,-1.0,-0.596901713876827
5.786,-0.550685542597648,0.8347127848391529,1.0,-0.9193285256646855,-1.0,-0.628732702495206
5.837,-0.508279077499269,0.8611924171615145,1.0,-0.8754521746884406,-1.0,-0.6605636911135849
5.887,-0.46460217941376836,0.8855195169413131,1.0,-0.822828594968723,-1.0,-0.6923946797319639
5.938,-0.41976401783987094,0.907633279098408,1.0,-0.7619835839190494,-1.0,-0.7242256683503429
5.989,-0.3738766648302484,0.9274784307440309,1.0,-0.6935250847771416,-1.0,-0.7560566569687218
6.04,-0.32705481486975324,0.9450053693342231,1.0,-0.6181371122370543,-1.0,-0.7878876455871008
6.09,-0.2794154981989387,0.9601702866503623,1.0,-0.5365729180004575,-1.0,-0.8197186342054797
6.141,-0.2310777882994052,0.9729352782968944,1.0,-0.4496474645346253,-1.0,-0.8515496228238587
6.192,-0.18216250427210898,0.9832684384425822,1.0,-0.3582292822368536,-1.0,-0.8833806114422377
6.243,-0.1327919088525308,0.9911439395684671,1.0,-0.26323179136582836,-1.0,-0.9152116000606166
6.293,-0.08308940281751057,0.9965420970232163,1.0,-0.16560417544833742,-1.0,-0.9470425886789956
6.344,-0.03317921654757102,0.999449418224499,1.0,-0.06632189735122905,-1.0,-0.9788735772973745
6.394,0.016813900484335505,0.9998586363834154,1.0,0.03362304722110829,1.0,-0.9892954340842466
6.445,0.06676499152154129,0.9977687286676851,1.0,0.13323204141991404,1.0,-0.9574644454658676
6.496,0.11654920485047865,0.9931849187581944,1.0,0.23150982510150958,1.0,-0.9256334568474887
6.547,0.16604210586494234,0.986118663792515,1.0,0.3274744391376645,1.0,-0.8938024682291097
6.597,0.21511998808780078,0.9765876257280267,1.0,0.4201670368266135,1.0,-0.8619714796107307
6.648,0.2636601823727638,0.9646156271962221,1.0,0.5086614643723477,1.0,-0.8301404909923518
6.699,0.3115413635133635,0.9502325919585343,1.0,0.5920735147071987,1.0,-0.7983095023739728
6.75,0.35864385349278544,0.9334744701125176,1.0,0.6695697621965786,1.0,-0.7664785137555938
6.801,0.4048499206165837,0.9143831482353258,1.0,0.7403758899524271,1.0,-0.7346475251372149
6.851,0.45004407378060335,0.8930063446890839,1.0,0.8037844265516019,1.0,-0.7028165365188359
6.902,0.4941133511385943,0.8693974903498332,1.0,0.8591618148564795,1.0,-0.670985547900457
6.952,0.5369476024479976,0.8436155950581682,1.0,0.9059547423084483,1.0,-0.639154559282078
7.003,0.5784397643881863,0.8157251001253666,1.0,0.9436956694440937,1.0,-0.607323570663699
7.054,0.6184861281630106,0.7857957172636715,1.0,0.972007501394968,1.0,-0.5754925820453201
7.105,0.6569865987187764,0.7539022543433157,1.0,0.9906073556948657,1.0,-0.5436615934269411
7.156,0.6938449449297515,0.7201244284118058,1.0,0.9993093887479164,1.0,-0.5118306048085622
7.207,0.7289690401258644,0.6845466664428189,1.0,0.9980266527163638,1.0,-0.4799996161901833
7.258,0.7622710923613998,0.6472578943127372,1.0,0.9867719642746191,1.0,-0.4481686275718043
7.309,0.7936678638491423,0.6083513145322686,1.0,0.9656577765492868,1.0,-0.41633763895342535
7.359,0.8230808790114954,0.5679241732887095,1.0,0.9348950555246957,1.0,-0.3845066503350464
7.41,0.8504366206285551,0.5260775173811204,1.0,0.8947911721405201,1.0,-0.3526756617166674
7.461,0.8756667135928736,0.48291594165595336,1.0,0.8457468311429532,1.0,-0.32084467309828846
7.512,0.8987080958116187,0.43854732757440706,1.0,0.7882520673753391,1.0,-0.2890136844799095
7.562,0.9195031758289633,0.3930825735649579,1.0,0.7228813495120019,1.0,-0.25718269586153053
7.613,0.9379999767747323,0.3466353178350433,1.0,0.6502878401571452,1.0,-0.22535170724315157
7.664,0.9541522662795092,0.29932165433472485,1.0,0.5711968696600193,1.0,-0.19352071862477271
7.715,0.9679196720314817,0.2512598425822738,1.0,0.4863986888538323,1.0,-0.16168973000639375
7.766,0.9792677826861961,0.20257001207696346,1.0,0.3967405731306479,1.0,-0.1298587413880148
7.817,0.9881682338769974,0.15337386203788367,1.0,0.3031183567457395,1.0,-0.09802775276963582
7.867,0.9945987791111741,0.10379435721927241,1.0,0.20646748193783482,1.0,-0.06619676415125686
7.919,0.9985433453746039,0.05395542056266926,1.0,0.10775365229948292,1.0,-0.034365775532877896
7.969,0.9999920733059187,0.003981623454099278,1.0,0.007963183785976422,1.0,-0.002534786914498932
8.02,0.998941341839773,-0.04600212563951654,1.0,-0.09190685022764096,1.0,0.02929620170388003
8.071,0.9953937772576218,-0.09587089337647749,1.0,-0.19085858137414927,1.0,0.061127190322258995
8.121,0.9893582466233848,-0.1455000338085933,1.0,-0.28790331666502617,1.0,0.09295817894063796
8.172,0.9808498356204037,-0.19476549993114045,1.0,-0.3820714171839697,1.0,0.12478916755901692
8.223,0.9698898108450911,-0.24354415373577218,1.0,-0.4724219863984317,1.0,0.15662015617739633
8.274,0.9565055666515148,-0.2917140739914078,1.0,-0.558052271286747,1.0,0.18845114479577596
8.325,0.9407305566797791,-0.3391548609838178,1.0,-0.6381066823479201,1.0,0.22028213341415537
8.375,0.9226042102393471,-0.3857479374522054,1.0,-0.7117853423690981,1.0,0.252113122032535
8.426,0.902171833756301,-0.4313768449706048,1.0,-0.7783520785342762,1.0,0.2839441106509144
8.477,0.8794844975308724,-0.4759275350332956,1.0,-0.8371417780197293,1.0,0.31577509926929404
8.528,0.8545989080882888,-0.5192886541166719,1.0,-0.8875670335814898,1.0,0.34760608788767344
8.579,0.8275772664419919,-0.5613518220050597,1.0,-0.9291240127343579,1.0,0.3794370765060531
8.63,0.7984871126234988,-0.6020119026848123,1.0,-0.961397491879549,1.0,0.4112680651244325
8.681,0.7674011568674964,-0.6411672671295909,1.0,-0.9840650050816383,1.0,0.4430990537428121
8.732,0.7343970978741218,-0.6787200473200032,1.0,-0.9969000660415941,1.0,0.4749300423611915
8.783,0.6995574286026769,-0.7145763808626833,1.0,-0.9997744310730117,1.0,0.5067610309795711
8.833,0.6629692300821913,-0.7486466455973916,1.0,-0.9926593804706357,1.0,0.5385920195979506
8.884,0.6247239537542008,-0.7808456836057425,1.0,-0.9756260054681622,1.0,0.5704230082163302
8.935,0.5849171928917704,-0.8110930140616498,1.0,-0.9488444979181307,1.0,0.6022539968347098
8.986,0.5436484436660959,-0.8393130343914789,1.0,-0.9125824497911917,1.0,0.6340849854530892
9.036,0.5010208564578924,-0.8654352092411078,1.0,-0.8672021794855902,1.0,0.6659159740714689
9.087,0.4571409780351621,-0.8893942467775781,1.0,-0.8131571116614967,1.0,0.6977469626898483
9.138,0.41211848524176303,-0.911130261884674,1.0,-0.7509872467716855,1.0,0.7295779513082279
9.189,0.36606591086241763,-0.9305889258445259,1.0,-0.6813137655555104,1.0,0.7614089399266073
9.239,0.3190983623493572,-0.9477216021311102,1.0,-0.6048328224062927,1.0,0.7932399285449869
9.29,0.27133323411363786,-0.9624854679762359,1.0,-0.5223085896267406,1.0,0.8250709171633663
9.341,0.2228899141002511,-0.9748436214041628,1.0,-0.43456562207190313,1.0,0.856901905781746
9.392,0.17388948538043705,-0.984765173467323,1.0,-0.34248061846961925,1.0,0.8887328944001254
9.442,0.12445442350706523,-0.992225325452603,1.0,-0.24697366173662777,1.0,0.920563883018505
9.493,0.07470829038953655,-0.9972054308652117,1.0,-0.14899902581420232,1.0,0.9523948716368844
9.544,0.02477542545335954,-0.9996930420352065,1.0,-0.049535640878370965,1.0,0.984225860255264
9.594,-0.02521936514365872,-0.9996819412301848,1.0,0.05042268780681122,-1.0,0.9839431511263566
9.645,-0.0751511204618093,-0.9971721561963784,1.0,0.14987720966295234,-1.0,0.952112162507977
9.696,-0.12489503711675232,-0.9921699600893009,1.0,0.24783420798295983,-1.0,0.9202811738895975
9.747,-0.1743267812229814,-0.9846878557941267,1.0,0.3433149288198987,-1.0,0.888450185271218
9.798,-0.2233227991637856,-0.9747445446749889,1.0,0.4353653603728964,-1.0,0.8566191966528385
9.849,-0.27176062641094584,-0.9623648798313093,1.0,0.5230657651577024,-1.0,0.824788208034459
9.899,-0.319519193622277,-0.947579803977992,1.0,0.6055398697196067,-1.0,0.7929572194160794
9.95,-0.3664791292519317,-0.9304262721047519,1.0,0.6819636200681407,-1.0,0.7611262307976999
10.0,-0.41252305791709754,-0.9109471591078854,1.0,0.7515734153521553,-1.0,0.7292952421793204
10.05,-0.4575358937753261,-0.8891911526253584,1.0,0.8136737375071116,-1.0,0.6974642535609409
10.102,-0.5014051281792036,-0.8652126313430685,1.0,0.8676441006416744,-1.0,0.6656332649425614
10.152,-0.5440211108893758,-0.8390715290764486,1.0,0.9129452507276334,-1.0,0.6338022763241818
10.204,-0.5852773241430421,-0.8108331849671425,1.0,0.949124553647899,-1.0,0.6019712877058023
10.254,-0.625070648892889,-0.7805681801691782,1.0,0.9758205177669794,-1.0,0.5701402990874228
10.306,-0.6633016225510047,-0.7483521614328408,1.0,0.9927664058359092,-1.0,0.5383093104690433
10.357,-0.69987468759355,-0.7142656520271928,1.0,0.9997929001426696,-1.0,0.5064783218506637
10.408,-0.7346984304048026,-0.6783938504738375,1.0,0.9968297942787976,-1.0,0.4746473332322842
10.459,-0.7676858097635892,-0.6408264175949852,1.0,0.9839066946186122,-1.0,0.4428163446139047
10.51,-0.7987543744010078,-0.601657252408092,1.0,0.9611527245021096,-1.0,0.41098535599552516
10.56,-0.8278264690856606,-0.5609842574272185,1.0,0.9287952340772312,-1.0,0.37915436737714564
10.611,-0.8548294287212902,-0.5189090939577304,1.0,0.887157528692338,-1.0,0.3473233787587661
10.662,-0.8796957599716768,-0.47553692799598,1.0,0.8366556385360404,-1.0,0.3154923901403866
10.712,-0.9023633099588297,-0.4309761673690843,1.0,0.777794161801075,-1.0,0.2836614015220071
10.763,-0.9227754216128128,-0.3853381907718149,1.0,0.71116122290596,-1.0,0.25183041290362757
10.814,-0.9408810752849133,-0.3387370693778663,1.0,0.6374225961502142,-1.0,0.21999942428524802
10.865,-0.9566350162701931,-0.2912892817213285,1.0,0.5573150535176319,-1.0,0.1881684356668685
10.916,-0.9699978679206829,-0.24311342256101276,1.0,0.47163900309416484,-1.0,0.15633744704848898
10.967,-0.980936230066495,-0.19432990645531736,1.0,0.3812504916549073,-1.0,0.12450645843010946
11.018,-0.9894227624988539,-0.14506066678854254,1.0,0.28705265132769103,-1.0,0.09267546981172994
11.068,-0.9954362533063793,-0.09542885100093121,1.0,0.18998667579539935,-1.0,0.060844481193350425
11.119,-0.9989616718938178,-0.04555851278420241,1.0,0.09102241619980542,-1.0,0.029013492574970903
11.17,-0.9999902065507034,0.004425697988072102,1.0,-0.008851309290446507,-1.0,-0.002817496043408617
11.221,-0.9985192864760443,0.05439884682023539,1.0,-0.10863659542412214,-1.0,-0.03464848466178814
11.271,-0.9945525882039868,0.10423602686571984,1.0,-0.20733642060680393,-1.0,-0.06647947328016766
11.322,-0.9881000264143945,0.1538126711291134,1.0,-0.30396460881109105,-1.0,-0.09831046189854718
11.373,-0.9791777291513123,0.20300486381877475,1.0,-0.39755568312147854,-1.0,-0.1301414505169267
11.424,-0.9678079975112551,0.2516896500717785,1.0,-0.487174512460553,-1.0,-0.16197243913530623
11.475,-0.9540192499020815,0.2997453432770386,1.0,-0.5719256551096047,-1.0,-0.19380342775368575
11.525,-0.9378459510117734,0.3470518292284632,1.0,-0.6509623056662873,-1.0,-0.22563441637206527
11.576,-0.9193285256646652,0.3934908663479154,1.0,-0.7234947560442817,-1.0,-0.2574654049904448
11.627,-0.8985132577804361,0.43894638122757945,1.0,-0.7887982859754514,-1.0,-0.2892963936088243
11.678,-0.8754521746884147,0.48330475875303075,1.0,-0.846220404175201,-1.0,-0.32112738222720383
11.729,-0.8502029170863513,0.5264551260818522,1.0,-0.8951873678197072,-1.0,-0.35295837084558335
11.78,-0.8228285949686917,0.5682896297679985,1.0,-0.9352099151945603,-1.0,-0.38478935946396287
11.831,-0.7933976298844586,0.6087037053392427,1.0,-0.9658881542360861,-1.0,-0.4166203480823424
11.881,-0.7619835839190126,0.6475963386539003,1.0,-0.986915558120659,-1.0,-0.4484513367007219
11.932,-0.7286649758271481,0.6848703183835766,1.0,-0.9980820279794003,-1.0,-0.4802823253191014
11.983,-0.6935250847770993,0.7204324789908609,1.0,-0.9992759921366252,-1.0,-0.5121133139374809
12.034,-0.6566517421959899,0.75419393359465,1.0,-0.9904855208971471,-1.0,-0.5439443025558605
12.084,-0.6181371122370067,0.7860702961410602,1.0,-0.9717984457438473,-1.0,-0.57577529117424
12.136,-0.5780774614170161,0.8159818923246142,1.0,-0.9434014817545319,-1.0,-0.6076062797926195
12.186,-0.536572918000405,0.8438539587325111,1.0,-0.9055783620065937,-1.0,-0.639437268410999
12.237,-0.49372722173056655,0.869616829714223,1.0,-0.8587070026098931,-1.0,-0.6712682570293785
12.288,-0.44964746453456816,0.8932061115093393,1.0,-0.8032557266939103,-1.0,-0.703099245647758
12.339,-0.40444382284910596,0.9145628431984327,1.0,-0.7397785850778432,-1.0,-0.7349302342661376
12.39,-0.35822928223679223,0.9336336440746513,1.0,-0.6689098203779662,-1.0,-0.7667612228845171
12.44,-0.31111935498109017,0.9503708470676857,1.0,-0.5913575298650613,-1.0,-0.7985922115028966
12.491,-0.26323179136576325,0.96473261788662,1.0,-0.5078965903905548,-1.0,-0.8304232001212761
12.542,-0.21468628536048878,0.9766830595838728,1.0,-0.4193609160731571,-1.0,-0.8622541887396556
12.593,-0.1656041754482691,0.9861923022788704,1.0,-0.326635126104645,-1.0,-0.8940851773580352
12.644,-0.11610814134241611,0.9932365778171933,1.0,-0.2306457059273127,-1.0,-0.9259161659764147
12.695,-0.06632189735115815,0.9977982791785834,1.0,-0.13235175009768851,-1.0,-0.9577471545947942
12.746,-0.01636988315629874,0.9998660044853256,1.0,-0.0327353793307601,-1.0,-0.9895781432131737
12.796,0.03362304722118108,0.9994345855010033,1.0,0.06720807252556354,1.0,-0.9785908681684468
12.848,0.08353193749115244,0.9965051005483987,1.0,0.16648000353724682,1.0,-0.9467598795500672
12.898,0.13323204141998798,0.9910848718142471,1.0,0.2640885213845585,1.0,-0.9149288909316877
12.949,0.1825991346311794,0.9831874470475833,1.0,0.3590583540222545,1.0,-0.8830979023133082
13.0,0.23150982510158388,0.9728325656974246,1.0,0.4504405942754718,1.0,-0.8512669136949287
13.05,0.2798418615772206,0.9600461095744286,1.0,0.5373221810065527,1.0,-0.819435925076549
13.101,0.3274744391377384,0.944860038159845,1.0,0.6188350221201147,1.0,-0.7876049364581696
13.152,0.37428850114580287,0.9273123087234572,1.0,0.6941646682523136,1.0,-0.75577394783979
13.202,0.42016703682668605,0.9074467814501753,1.0,0.7625584504796671,1.0,-0.7239429592214106
13.253,0.46499537373426525,0.885313109812416,1.0,0.823333000738138,1.0,-0.692111970603031
13.303,0.5086614643724181,0.8609666164622803,1.0,0.875881079810939,1.0,-0.6602809819846516
13.355,0.5510561662554094,0.8344681549537349,1.0,0.9196776446620603,1.0,-0.6284499933662719
13.406,0.592073514707266,0.8058839576404192,1.0,0.9542850944927288,1.0,-0.5966190047478925
13.456,0.63161098771828,0.7752854701292543,1.0,0.9793576431039387,1.0,-0.5647880161295129
13.507,0.6695697621966419,0.7427491727036338,1.0,0.9946447738778491,1.0,-0.5329570275111335
13.558,0.7058549609747035,0.7083563891625457,1.0,0.999993742857021,1.0,-0.5011260388927539
13.609,0.7403758899524856,0.6721930835534273,1.0,0.9953511049115485,1.0,-0.46929505027437435
13.659,0.7730462647856963,0.6343496453068159,1.0,0.9807632477451307,1.0,-0.43746406165599483
13.71,0.8037844265516547,0.5949206633098463,1.0,0.9563759284044698,1.0,-0.4056330730376153
13.761,0.8325135458540712,0.5540046894832942,1.0,0.9224328169230419,1.0,-0.3738020844192358
13.812,0.8591618148565258,0.5117039924530986,1.0,0.8792730616506684,1.0,-0.3419710958008563
13.862,0.8836626267646626,0.468124301932058,1.0,0.8273279005953128,1.0,-0.31014010718247675
13.913,0.9059547423084874,0.42337454445061073,1.0,0.7671163526354526,1.0,-0.27830911856409724
13.964,0.92598244280865,0.3775665710972374,1.0,0.6992400316550114,1.0,-0.24647812994571772
14.015,0.9436956694441248,0.33081487794898995,1.0,0.624377135416297,1.0,-0.2146471413273382
14.066,0.9590501483731932,0.283236319890928,1.0,0.5432756692321434,1.0,-0.18281615270895868
14.116,0.9720075013949906,0.23494981853976263,1.0,0.45674597214408225,1.0,-0.15098516409057916
